TRAFFIC_VOL_COLLECTION_POINT;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053
116BSP2530;29776;29995;30562;32638;34142;35594;35496;36066;36844;37645;38465;39300;40140;40985;41836;42695;43563;44442;45333;46234;47146;48069;49002;49945;50897;51858;52827;53804;54789;55779;56776;57777;58782;59791;60802;61816
116BSP2530;29776;29995;30562;32638;34142;35594;35496;36066;36844;37645;38465;39300;40140;40985;41836;42695;43563;44442;45333;46234;47146;48069;49002;49945;50897;51858;52827;53804;54789;55779;56776;57777;58782;59791;60802;61816
116BSP2530;29776;29995;30562;32638;34142;35594;35496;36066;36844;37645;38465;39300;40140;40985;41836;42695;43563;44442;45333;46234;47146;48069;49002;49945;50897;51858;52827;53804;54789;55779;56776;57777;58782;59791;60802;61816
101BRJ3337;4531;4565;4651;4746;4844;4939;5039;5140;5250;5366;5485;5616;5743;5871;5990;6112;6234;6359;6485;6613;6742;6872;7004;7138;7273;7409;7546;7684;7823;7963;8104;8246;8388;8531;8674;8817
101BRJ3340;4531;4565;4651;4746;4844;4939;5039;5140;5250;5366;5485;5616;5743;5871;5990;6112;6234;6359;6485;6613;6742;6872;7004;7138;7273;7409;7546;7684;7823;7963;8104;8246;8388;8531;8674;8817
101BRJ3345;4531;4565;4651;4746;4844;4939;5039;5140;5250;5366;5485;5616;5743;5871;5990;6112;6234;6359;6485;6613;6742;6872;7004;7138;7273;7409;7546;7684;7823;7963;8104;8246;8388;8531;8674;8817
101BRJ3350;5104;5141;5239;5348;5459;5570;5687;5807;5931;6062;6194;6339;6482;6627;6763;6900;7040;7181;7325;7470;7616;7765;7915;8066;8219;8374;8530;8687;8845;9004;9164;9325;9486;9648;9811;9973
101BRJ3350;5104;5141;5239;5348;5459;5570;5687;5807;5931;6062;6194;6339;6482;6627;6763;6900;7040;7181;7325;7470;7616;7765;7915;8066;8219;8374;8530;8687;8845;9004;9164;9325;9486;9648;9811;9973
101BRJ3350;4438;4471;4556;4650;4746;4841;4942;5046;5155;5268;5383;5511;5636;5763;5880;6000;6122;6244;6369;6494;6622;6751;6881;7012;7145;7279;7414;7551;7688;7826;7965;8105;8245;8385;8526;8668
101BRJ3350;4438;4471;4556;4650;4746;4841;4942;5046;5155;5268;5383;5511;5636;5763;5880;6000;6122;6244;6369;6494;6622;6751;6881;7012;7145;7279;7414;7551;7688;7826;7965;8105;8245;8385;8526;8668
101BRJ3350;4438;4471;4556;4650;4746;4841;4942;5046;5155;5268;5383;5511;5636;5763;5880;6000;6122;6244;6369;6494;6622;6751;6881;7012;7145;7279;7414;7551;7688;7826;7965;8105;8245;8385;8526;8668
101BRJ3370;4961;4998;5093;5198;5306;5412;5526;5642;5763;5891;6019;6162;6301;6444;6575;6709;6845;6983;7122;7262;7405;7549;7695;7842;7991;8141;8292;8445;8598;8753;8908;9065;9221;9379;9537;9695
101BRJ3370;2493;2511;2559;2609;2599;2650;2708;2766;2822;2880;2939;2994;3056;3118;3187;3252;3318;3384;3452;3520;3589;3659;3729;3801;3873;3945;4019;4093;4167;4242;4317;4393;4469;4545;4622;4698
101BRJ3370;2493;2511;2559;2609;2599;2650;2708;2766;2822;2880;2939;2994;3056;3118;3187;3252;3318;3384;3452;3520;3589;3659;3729;3801;3873;3945;4019;4093;4167;4242;4317;4393;4469;4545;4622;4698
101BRJ3370;2493;2511;2559;2609;2599;2650;2708;2766;2822;2880;2939;2994;3056;3118;3187;3252;3318;3384;3452;3520;3589;3659;3729;3801;3873;3945;4019;4093;4167;4242;4317;4393;4469;4545;4622;4698
101BRJ3370;2493;2511;2559;2609;2599;2650;2708;2766;2822;2880;2939;2994;3056;3118;3187;3252;3318;3384;3452;3520;3589;3659;3729;3801;3873;3945;4019;4093;4167;4242;4317;4393;4469;4545;4622;4698
101BRJ3370;2493;2511;2559;2609;2599;2650;2708;2766;2822;2880;2939;2994;3056;3118;3187;3252;3318;3384;3452;3520;3589;3659;3729;3801;3873;3945;4019;4093;4167;4242;4317;4393;4469;4545;4622;4698
101BRJ3370;2493;2511;2559;2609;2599;2650;2708;2766;2822;2880;2939;2994;3056;3118;3187;3252;3318;3384;3452;3520;3589;3659;3729;3801;3873;3945;4019;4093;4167;4242;4317;4393;4469;4545;4622;4698
101BRJ3370;2493;2511;2559;2609;2599;2650;2708;2766;2822;2880;2939;2994;3056;3118;3187;3252;3318;3384;3452;3520;3589;3659;3729;3801;3873;3945;4019;4093;4167;4242;4317;4393;4469;4545;4622;4698
101BRJ3370;2493;2511;2559;2609;2599;2650;2708;2766;2822;2880;2939;2994;3056;3118;3187;3252;3318;3384;3452;3520;3589;3659;3729;3801;3873;3945;4019;4093;4167;4242;4317;4393;4469;4545;4622;4698
101BRJ3390;2493;2511;2559;2601;2577;2621;2680;2741;2800;2861;2920;2984;3049;3116;3181;3246;3311;3378;3445;3513;3582;3652;3722;3793;3865;3938;4011;4085;4159;4234;4309;4384;4460;4536;4613;4689
101BRJ3410;2493;2511;2559;2601;2577;2621;2680;2741;2800;2861;2920;2984;3049;3116;3181;3246;3311;3378;3445;3513;3582;3652;3722;3793;3865;3938;4011;4085;4159;4234;4309;4384;4460;4536;4613;4689
101BRJ3410;2493;2511;2559;2601;2577;2621;2680;2741;2800;2861;2920;2984;3049;3116;3181;3246;3311;3378;3445;3513;3582;3652;3722;3793;3865;3938;4011;4085;4159;4234;4309;4384;4460;4536;4613;4689
101BRJ3410;2493;2511;2559;2601;2577;2621;2680;2741;2800;2861;2920;2984;3049;3116;3181;3246;3311;3378;3445;3513;3582;3652;3722;3793;3865;3938;4011;4085;4159;4234;4309;4384;4460;4536;4613;4689
101BRJ3410;2493;2511;2559;2601;2577;2621;2680;2741;2800;2861;2920;2984;3049;3116;3181;3246;3311;3378;3445;3513;3582;3652;3722;3793;3865;3938;4011;4085;4159;4234;4309;4384;4460;4536;4613;4689
101BRJ3410;2493;2511;2559;2601;2577;2621;2680;2741;2800;2861;2920;2984;3049;3116;3181;3246;3311;3378;3445;3513;3582;3652;3722;3793;3865;3938;4011;4085;4159;4234;4309;4384;4460;4536;4613;4689
101BRJ3410;2493;2511;2559;2601;2577;2621;2680;2741;2800;2861;2920;2984;3049;3116;3181;3246;3311;3378;3445;3513;3582;3652;3722;3793;3865;3938;4011;4085;4159;4234;4309;4384;4460;4536;4613;4689
101BRJ3410;2493;2511;2559;2601;2577;2621;2680;2741;2800;2861;2920;2984;3049;3116;3181;3246;3311;3378;3445;3513;3582;3652;3722;3793;3865;3938;4011;4085;4159;4234;4309;4384;4460;4536;4613;4689
101BRJ3430;821;827;843;834;821;823;852;887;908;931;951;972;994;1019;1041;1062;1083;1105;1127;1150;1172;1195;1218;1242;1265;1289;1313;1338;1362;1387;1411;1436;1461;1486;1511;1536
101BSP3450_2;821;827;843;834;821;823;852;887;908;931;951;972;994;1019;1041;1062;1083;1105;1127;1150;1172;1195;1218;1242;1265;1289;1313;1338;1362;1387;1411;1436;1461;1486;1511;1536
101BSP3450_1;1671;1683;1716;1726;1733;1754;1803;1857;1900;1944;1986;2030;2073;2120;2164;2209;2254;2300;2346;2393;2440;2488;2536;2585;2635;2684;2735;2785;2836;2888;2939;2991;3044;3096;3148;3201
116VRJ1005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
116VRJ1005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
116BRJ1930;13246;13341;13587;14177;14759;15387;15706;16087;16441;16801;17098;17425;17721;18069;18412;18781;19155;19534;19918;20307;20701;21099;21503;21910;22322;22738;23158;23581;24008;24437;24870;25304;25741;26179;26619;27060
116BRJ1950;11546;11629;11847;12204;12611;13047;13394;13699;14008;14319;14575;14829;15059;15362;15662;15981;16302;16629;16959;17294;17632;17975;18322;18672;19026;19384;19745;20109;20476;20845;21217;21591;21966;22343;22721;23100
116BRJ1970;11546;11629;11847;12204;12611;13047;13394;13699;14008;14319;14575;14829;15059;15362;15662;15981;16302;16629;16959;17294;17632;17975;18322;18672;19026;19384;19745;20109;20476;20845;21217;21591;21966;22343;22721;23100
116BRJ1990;11546;11629;11847;12204;12611;13047;13394;13699;14008;14319;14575;14829;15059;15362;15662;15981;16302;16629;16959;17294;17632;17975;18322;18672;19026;19384;19745;20109;20476;20845;21217;21591;21966;22343;22721;23100
116BRJ2010;11546;11629;11847;12204;12611;13047;13394;13699;14008;14319;14575;14829;15059;15362;15662;15981;16302;16629;16959;17294;17632;17975;18322;18672;19026;19384;19745;20109;20476;20845;21217;21591;21966;22343;22721;23100
116BRJ2050_2;11765;11850;12073;12378;12735;13111;13454;13748;14050;14356;14606;14859;15103;15425;15740;16059;16382;16711;17044;17380;17721;18066;18414;18767;19123;19483;19846;20212;20581;20953;21327;21703;22080;22459;22839;23221
116BRJ2050_2;11792;11878;12100;12407;12765;13141;13484;13779;14081;14388;14637;14891;15141;15469;15790;16110;16433;16763;17097;17434;17776;18122;18472;18826;19183;19544;19909;20276;20646;21019;21394;21771;22150;22530;22912;23294
116BRJ2050_2;11792;11878;12100;12407;12765;13141;13484;13779;14081;14388;14637;14891;15141;15469;15790;16110;16433;16763;17097;17434;17776;18122;18472;18826;19183;19544;19909;20276;20646;21019;21394;21771;22150;22530;22912;23294
116BRJ2050_2;11792;11878;12100;12407;12765;13141;13484;13779;14081;14388;14637;14891;15141;15469;15790;16110;16433;16763;17097;17434;17776;18122;18472;18826;19183;19544;19909;20276;20646;21019;21394;21771;22150;22530;22912;23294
116BRJ2050_1;19624;19766;20138;20604;21103;21620;22112;22591;23082;23584;24015;24448;24880;25398;25920;26451;26988;27530;28079;28634;29197;29766;30341;30923;31511;32105;32704;33309;33918;34531;35148;35768;36391;37016;37643;38272
116BRJ2070;19621;19763;20135;20611;21116;21631;22105;22570;23054;23560;23996;24434;24866;25384;25908;26439;26976;27518;28066;28621;29183;29752;30327;30909;31496;32090;32689;33292;33901;34514;35130;35750;36372;36997;37624;38252
116BRJ2070;19617;19760;20131;20610;21117;21633;22105;22568;23052;23557;23993;24431;24863;25381;25905;26435;26972;27514;28062;28617;29179;29748;30323;30905;31492;32085;32684;33288;33896;34509;35125;35745;36367;36992;37619;38247
116BRJ2090;19617;19760;20131;20610;21117;21633;22105;22568;23052;23557;23993;24431;24863;25381;25905;26435;26972;27514;28062;28617;29179;29748;30323;30905;31492;32085;32684;33288;33896;34509;35125;35745;36367;36992;37619;38247
116BRJ2110;17755;17884;18221;18665;19137;19618;20049;20469;20909;21368;21761;22156;22545;23016;23493;23976;24464;24956;25455;25960;26471;26988;27511;28040;28575;29115;29659;30209;30763;31320;31881;32445;33012;33581;34151;34723
116BRJ2110;17751;17880;18217;18677;19164;19662;20093;20517;20961;21422;21815;22209;22601;23077;23558;24042;24531;25026;25526;26032;26545;27063;27588;28119;28655;29196;29743;30294;30849;31408;31971;32537;33105;33676;34248;34822
116BRJ2130;22981;23149;23586;24162;24767;25385;25939;26487;27057;27646;28170;28697;29225;29837;30458;31083;31715;32355;33002;33658;34321;34993;35672;36359;37053;37754;38461;39174;39893;40617;41345;42077;42812;43551;44291;45033
116BRJ2150;19206;19346;19710;20208;20738;21281;21750;22208;22683;23177;23609;24045;24480;24994;25513;26034;26560;27094;27634;28182;28737;29298;29866;30440;31021;31607;32198;32794;33395;34000;34609;35222;35837;36454;37074;37695
116BRJ2150;19206;19346;19710;20208;20738;21281;21750;22208;22683;23177;23609;24045;24480;24994;25513;26034;26560;27094;27634;28182;28737;29298;29866;30440;31021;31607;32198;32794;33395;34000;34609;35222;35837;36454;37074;37695
116BRJ2170;19206;19346;19710;20208;20738;21281;21750;22208;22683;23177;23609;24045;24480;24994;25513;26034;26560;27094;27634;28182;28737;29298;29866;30440;31021;31607;32198;32794;33395;34000;34609;35222;35837;36454;37074;37695
116BRJ2190;10537;10612;10807;11114;11451;11798;12066;12315;12577;12853;13066;13279;13489;13774;14059;14343;14630;14920;15215;15514;15816;16122;16432;16745;17062;17382;17705;18031;18359;18690;19024;19359;19695;20034;20373;20713
116BRJ2190;10537;10612;10807;11114;11451;11798;12066;12315;12577;12853;13066;13279;13489;13774;14059;14343;14630;14920;15215;15514;15816;16122;16432;16745;17062;17382;17705;18031;18359;18690;19024;19359;19695;20034;20373;20713
116BRJ2190;10537;10612;10807;11114;11451;11798;12066;12315;12577;12853;13066;13279;13489;13774;14059;14343;14630;14920;15215;15514;15816;16122;16432;16745;17062;17382;17705;18031;18359;18690;19024;19359;19695;20034;20373;20713
116BRJ2210;9926;9998;10186;10473;10787;11111;11365;11607;11862;12130;12326;12523;12719;12995;13272;13545;13820;14099;14381;14668;14957;15251;15548;15848;16152;16459;16769;17082;17397;17714;18034;18356;18679;19003;19329;19656
116BSP2230;9926;9998;10186;10473;10787;11111;11365;11607;11862;12130;12326;12523;12719;12995;13272;13545;13820;14099;14381;14668;14957;15251;15548;15848;16152;16459;16769;17082;17397;17714;18034;18356;18679;19003;19329;19656
116BSP2243;9926;9998;10186;10473;10787;11111;11365;11607;11862;12130;12326;12523;12719;12995;13272;13545;13820;14099;14381;14668;14957;15251;15548;15848;16152;16459;16769;17082;17397;17714;18034;18356;18679;19003;19329;19656
116BSP2250;11024;11105;11313;11621;11958;12304;12585;12855;13151;13448;13678;13896;14122;14422;14723;15026;15333;15643;15957;16275;16597;16923;17253;17587;17924;18265;18609;18956;19306;19659;20013;20370;20729;21089;21450;21813
116BSP2255;11024;11105;11313;11621;11958;12304;12585;12855;13151;13448;13678;13896;14122;14422;14723;15026;15333;15643;15957;16275;16597;16923;17253;17587;17924;18265;18609;18956;19306;19659;20013;20370;20729;21089;21450;21813
116BSP2265;10413;10489;10686;10980;11302;11633;11900;12155;12434;12715;12927;13127;13336;13622;13909;14195;14483;14776;15072;15373;15677;15984;16296;16611;16930;17251;17576;17904;18234;18567;18902;19239;19578;19918;20260;20602
116BSP2265;10413;10489;10686;10980;11302;11633;11900;12155;12434;12715;12927;13127;13336;13622;13909;14195;14483;14776;15072;15373;15677;15984;16296;16611;16930;17251;17576;17904;18234;18567;18902;19239;19578;19918;20260;20602
116BSP2270;11003;11081;11284;11593;11923;12261;12526;12784;13056;13344;13565;13786;14002;14295;14589;14881;15176;15476;15781;16088;16400;16716;17035;17358;17685;18014;18347;18683;19022;19363;19706;20051;20398;20746;21095;21446
116BSP2290;11003;11081;11284;11593;11923;12261;12526;12784;13056;13344;13565;13786;14002;14295;14589;14881;15176;15476;15781;16088;16400;16716;17035;17358;17685;18014;18347;18683;19022;19363;19706;20051;20398;20746;21095;21446
116BSP2310;11369;11449;11659;11976;12316;12665;12942;13213;13497;13797;14027;14257;14483;14788;15092;15395;15701;16012;16327;16646;16969;17296;17626;17961;18299;18641;18985;19333;19684;20037;20392;20750;21109;21469;21831;22194
116BSP2330;26014;26205;26703;27355;28041;28742;29372;30001;30648;31317;31924;32538;33151;33845;34546;35254;35969;36695;37430;38174;38927;39689;40460;41239;42027;42821;43623;44431;45246;46066;46891;47720;48553;49388;50227;51067
116BSP2340;26112;26305;26804;27470;28185;28907;29547;30156;30788;31441;32068;32710;33356;34060;34770;35483;36204;36934;37674;38423;39181;39948;40723;41507;42299;43099;43906;44719;45539;46364;47194;48029;48867;49708;50551;51397
116BSP2345;23992;24167;24622;25268;25968;26676;27268;27825;28395;28985;29581;30201;30925;31678;32441;33103;33772;34451;35138;35834;36538;37251;37972;38701;39438;40181;40931;41688;42450;43218;43990;44767;45546;46329;47114;47901
116BSP2350;23993;24168;24623;25281;25981;26689;27270;27826;28396;28986;29583;30204;30941;31706;32482;33145;33815;34495;35183;35880;36585;37299;38021;38751;39488;40232;40984;41741;42504;43273;44046;44824;45604;46388;47174;47962
116BSP2360_2;19386;19527;19892;20549;21265;21996;22493;22945;23376;23815;24256;24751;25346;25974;26610;27152;27700;28255;28818;29387;29963;30546;31136;31733;32336;32944;33558;34177;34801;35430;36062;36698;37336;37977;38620;39264
116BSP2360_1;16730;16851;17165;17873;18654;19460;19914;20322;20667;21004;21322;21731;22256;22828;23407;23883;24363;24850;25344;25844;26349;26861;27379;27903;28432;28966;29505;30049;30597;31149;31704;32262;32823;33385;33950;34516
116BSP2360_1;16730;16851;17165;17873;18654;19460;19914;20322;20667;21004;21322;21731;22256;22828;23407;23883;24363;24850;25344;25844;26349;26861;27379;27903;28432;28966;29505;30049;30597;31149;31704;32262;32823;33385;33950;34516
116BSP2360_1;16730;16851;17165;17873;18654;19460;19914;20322;20667;21004;21322;21731;22256;22828;23407;23883;24363;24850;25344;25844;26349;26861;27379;27903;28432;28966;29505;30049;30597;31149;31704;32262;32823;33385;33950;34516
116BSP2360_1;16730;16851;17165;17873;18654;19460;19914;20322;20667;21004;21322;21731;22256;22828;23407;23883;24363;24850;25344;25844;26349;26861;27379;27903;28432;28966;29505;30049;30597;31149;31704;32262;32823;33385;33950;34516
116BSP2360_1;16730;16851;17165;17873;18654;19460;19914;20322;20667;21004;21322;21731;22256;22828;23407;23883;24363;24850;25344;25844;26349;26861;27379;27903;28432;28966;29505;30049;30597;31149;31704;32262;32823;33385;33950;34516
116BSP2360_1;16730;16851;17165;17873;18654;19460;19914;20322;20667;21004;21322;21731;22256;22828;23407;23883;24363;24850;25344;25844;26349;26861;27379;27903;28432;28966;29505;30049;30597;31149;31704;32262;32823;33385;33950;34516
116BSP2360_1;16730;16851;17165;17873;18654;19460;19914;20322;20667;21004;21322;21731;22256;22828;23407;23883;24363;24850;25344;25844;26349;26861;27379;27903;28432;28966;29505;30049;30597;31149;31704;32262;32823;33385;33950;34516
116BSP2370;28926;29138;29689;30465;31293;32132;32839;33528;34251;34997;35764;36545;37329;38116;38907;39704;40510;41326;42153;42989;43836;44694;45561;46437;47322;48216;49119;50028;50945;51867;52796;53729;54666;55607;56550;57496
116BSP2370;28926;29138;29689;30465;31293;32132;32839;33528;34251;34997;35764;36545;37329;38116;38907;39704;40510;41326;42153;42989;43836;44694;45561;46437;47322;48216;49119;50028;50945;51867;52796;53729;54666;55607;56550;57496
116BSP2390;37547;37824;38543;39476;40484;41508;42443;43342;44278;45243;46234;47243;48258;49276;50300;51334;52379;53436;54508;55592;56690;57801;58925;60061;61208;62366;63535;64713;65901;67096;68298;69507;70721;71939;73161;74385
116BSP2390;37547;37824;38543;39476;40484;41508;42443;43342;44278;45243;46234;47243;48258;49276;50300;51334;52379;53436;54508;55592;56690;57801;58925;60061;61208;62366;63535;64713;65901;67096;68298;69507;70721;71939;73161;74385
116BSP2410_2;30642;30867;31450;32502;33585;34714;35456;36217;36997;37802;38630;39472;40319;41169;42023;42884;43755;44637;45531;46435;47351;48278;49215;50163;51120;52087;53062;54046;55037;56035;57039;58048;59062;60079;61100;62123
116BSP2410_1;29520;29737;30301;31331;32393;33499;34217;34953;35709;36488;37290;38106;38927;39749;40576;41409;42252;43105;43969;44844;45730;46626;47532;48448;49374;50309;51252;52203;53161;54125;55096;56071;57051;58035;59021;60010
116BSP2430_3;39823;40118;40885;42243;43645;45104;46077;47072;48090;49137;50210;51301;52401;53508;54622;55748;56887;58040;59208;60391;61588;62800;64025;65263;66514;67776;69050;70334;71628;72931;74241;75558;76880;78207;79539;80872
116BSP2430_3;39823;40118;40885;42243;43645;45104;46077;47072;48090;49137;50210;51301;52401;53508;54622;55748;56887;58040;59208;60391;61588;62800;64025;65263;66514;67776;69050;70334;71628;72931;74241;75558;76880;78207;79539;80872
116BSP2430_3;39823;40118;40885;42243;43645;45104;46077;47072;48090;49137;50210;51301;52401;53508;54622;55748;56887;58040;59208;60391;61588;62800;64025;65263;66514;67776;69050;70334;71628;72931;74241;75558;76880;78207;79539;80872
116BSP2430_2;42875;43194;44022;45452;46924;48454;49500;50572;51667;52792;53945;55117;56299;57489;58688;59900;61126;62367;63624;64897;66186;67489;68808;70140;71486;72845;74215;75597;76989;78390;79799;81216;82638;84066;85497;86932
116BSP2430_2m;32570;32828;33080;33324;33560;33787;34006;34216;34417;34609;34791;34965;35128;35282;35426;35561;35686;35801;35906;36001;36087;36163;36230;36287;36334;36372;36402;36422;36433;36435;36428;36413;36388;36388;36388;36388
116BSP2430_1;21836;21993;22403;23349;24328;25358;25895;26448;27018;27607;28217;28837;29459;30080;30702;31328;31961;32601;33249;33906;34570;35243;35924;36612;37308;38010;38719;39434;40155;40880;41611;42345;43082;43823;44566;45311
116BSP2430_1m;44280;44631;44973;45304;45625;45934;46232;46517;46791;47052;47300;47535;47758;47967;48163;48346;48515;48672;48815;48945;49061;49165;49255;49332;49397;49449;49489;49516;49531;49534;49525;49504;49470;49470;49470;49470
116BSP2450_4;21854;22011;22419;23825;25228;26710;27182;27755;28351;28969;29608;30258;30910;31560;32211;32867;33529;34199;34878;35565;36260;36964;37676;38396;39124;39859;40600;41348;42102;42861;43624;44392;45163;45937;46714;47493
116BSP2450_4m;13611;13719;13824;13926;14024;14119;14211;14299;14383;14463;14539;14611;14680;14744;14804;14861;14913;14961;15005;15045;15081;15112;15140;15164;15184;15200;15212;15220;15225;15226;15223;15217;15206;15206;15206;15206
116BSP2450_3;57173;57598;58702;60936;63100;65352;66580;68009;69476;70979;72518;74081;75661;77253;78860;80484;82129;83795;85482;87191;88920;90669;92438;94226;96032;97855;99694;101548;103416;105296;107187;109087;110995;112910;114831;116755
116BSP2450_2;27557;27756;28273;29926;31522;33208;33744;34459;35200;35968;36761;37567;38377;39185;39995;40811;41635;42468;43313;44168;45033;45910;46796;47691;48597;49511;50433;51363;52300;53244;54194;55148;56107;57070;58036;59004
116BSP2450_2;27557;27756;28273;29926;31522;33208;33744;34459;35200;35968;36761;37567;38377;39185;39995;40811;41635;42468;43313;44168;45033;45910;46796;47691;48597;49511;50433;51363;52300;53244;54194;55148;56107;57070;58036;59004
116BSP2450_2;27557;27756;28273;29926;31522;33208;33744;34459;35200;35968;36761;37567;38377;39185;39995;40811;41635;42468;43313;44168;45033;45910;46796;47691;48597;49511;50433;51363;52300;53244;54194;55148;56107;57070;58036;59004
116BSP2450_2;27557;27756;28273;29926;31522;33208;33744;34459;35200;35968;36761;37567;38377;39185;39995;40811;41635;42468;43313;44168;45033;45910;46796;47691;48597;49511;50433;51363;52300;53244;54194;55148;56107;57070;58036;59004
116BSP2450_1;29052;29261;29803;31483;33108;34824;35390;36135;36908;37708;38532;39372;40215;41057;41902;42753;43613;44483;45364;46257;47161;48075;49001;49936;50881;51836;52799;53771;54750;55736;56729;57726;58728;59734;60744;61755
116BSP2470_3;26479;26671;27169;28745;30175;31653;32040;32690;33388;34110;34853;35609;36369;37129;37893;38664;39442;40230;41028;41836;42655;43483;44320;45166;46022;46885;47756;48635;49520;50412;51308;52210;53115;54024;54936;55850
116BSP2470_3;27362;27561;28076;29643;31092;32589;33031;33703;34424;35168;35934;36714;37497;38282;39070;39865;40669;41482;42305;43139;43984;44838;45702;46575;47458;48349;49248;50155;51068;51988;52913;53843;54777;55715;56655;57598
116BSP2470_2;17697;17826;18159;19473;20785;22175;22517;22972;23464;23973;24496;25028;25563;26099;26638;27181;27730;28286;28849;29419;29996;30579;31170;31767;32370;32979;33594;34214;34838;35467;36099;36735;37374;38015;38658;39303
116BSP2470_2;17697;17826;18159;19473;20785;22175;22517;22972;23464;23973;24496;25028;25563;26099;26638;27181;27730;28286;28849;29419;29996;30579;31170;31767;32370;32979;33594;34214;34838;35467;36099;36735;37374;38015;38658;39303
116BSP2470_2;17697;17826;18159;19473;20785;22175;22517;22972;23464;23973;24496;25028;25563;26099;26638;27181;27730;28286;28849;29419;29996;30579;31170;31767;32370;32979;33594;34214;34838;35467;36099;36735;37374;38015;38658;39303
116BSP2470_2;17697;17826;18159;19473;20785;22175;22517;22972;23464;23973;24496;25028;25563;26099;26638;27181;27730;28286;28849;29419;29996;30579;31170;31767;32370;32979;33594;34214;34838;35467;36099;36735;37374;38015;38658;39303
116BSP2470_2;17697;17826;18159;19473;20785;22175;22517;22972;23464;23973;24496;25028;25563;26099;26638;27181;27730;28286;28849;29419;29996;30579;31170;31767;32370;32979;33594;34214;34838;35467;36099;36735;37374;38015;38658;39303
116BSP2470_1;22149;22310;22731;24148;25569;27068;27520;28084;28687;29308;29946;30594;31248;31904;32563;33229;33902;34584;35275;35974;36682;37398;38122;38854;39594;40341;41094;41854;42619;43390;44165;44945;45727;46513;47301;48091
116BSP2490_2;17898;18026;18358;19662;20958;22327;22661;23113;23602;24107;24627;25155;25686;26219;26753;27292;27837;28388;28947;29512;30084;30664;31249;31842;32440;33044;33654;34268;34887;35511;36138;36769;37402;38038;38675;39314
116BSP2490_2;26550;26741;27238;28759;30266;31844;32384;33044;33745;34468;35210;35965;36725;37487;38254;39027;39809;40601;41402;42214;43036;43867;44708;45558;46416;47283;48158;49040;49928;50823;51723;52627;53536;54448;55362;56279
116BSP2490_2;26550;26741;27238;28759;30266;31844;32384;33044;33745;34468;35210;35965;36725;37487;38254;39027;39809;40601;41402;42214;43036;43867;44708;45558;46416;47283;48158;49040;49928;50823;51723;52627;53536;54448;55362;56279
116BSP2490_1;76193;76753;78207;80756;82668;84650;85719;87556;89417;91317;93256;95225;97220;99237;101277;103344;105438;107559;109708;111884;114087;116315;118568;120846;123146;125467;127809;130170;132548;134942;137350;139770;142199;144637;147083;149533
116BSP2490_1;76193;76753;78207;80756;82668;84650;85719;87556;89417;91317;93256;95225;97220;99237;101277;103344;105438;107559;109708;111884;114087;116315;118568;120846;123146;125467;127809;130170;132548;134942;137350;139770;142199;144637;147083;149533
116BSP2490_1;76193;76753;78207;80756;82668;84650;85719;87556;89417;91317;93256;95225;97220;99237;101277;103344;105438;107559;109708;111884;114087;116315;118568;120846;123146;125467;127809;130170;132548;134942;137350;139770;142199;144637;147083;149533
116BSP2490_1;76193;76753;78207;80756;82668;84650;85719;87556;89417;91317;93256;95225;97220;99237;101277;103344;105438;107559;109708;111884;114087;116315;118568;120846;123146;125467;127809;130170;132548;134942;137350;139770;142199;144637;147083;149533
116BSP2510;29683;29901;30467;31992;32861;33781;33770;34508;35251;36014;36797;37593;38395;39202;40014;40835;41665;42506;43357;44219;45092;45974;46867;47769;48680;49599;50527;51462;52404;53352;54306;55265;56227;57193;58161;59132
116BSP2510m;43275;43618;43952;44276;44590;44892;45183;45462;45729;45984;46226;46456;46674;46878;47070;47249;47414;47567;47707;47834;47948;48049;48137;48213;48276;48327;48366;48393;48407;48410;48401;48380;48348;48348;48348;48348
116BSP2520_2;29681;29899;30465;31885;32586;33330;33260;33985;34715;35463;36229;37007;37793;38585;39384;40191;41008;41836;42674;43523;44382;45251;46130;47018;47915;48820;49733;50654;51581;52515;53454;54398;55345;56296;57249;58205
116BSP2520_2m;63365;63867;64356;64830;65289;65732;66157;66566;66957;67331;67686;68022;68341;68640;68921;69183;69425;69649;69854;70040;70207;70355;70484;70594;70687;70762;70818;70858;70879;70883;70870;70840;70792;70792;70792;70792
116BSP2520_1;28667;28876;29419;30813;31487;32203;32106;32803;33504;34223;34959;35708;36463;37224;37992;38768;39553;40348;41153;41969;42794;43629;44473;45327;46189;47059;47937;48822;49713;50611;51513;52421;53331;54246;55163;56081
116BSP2520_1;28667;28876;29419;30813;31487;32203;32106;32803;33504;34223;34959;35708;36463;37224;37992;38768;39553;40348;41153;41969;42794;43629;44473;45327;46189;47059;47937;48822;49713;50611;51513;52421;53331;54246;55163;56081
116BSP2520_1m;267230;269347;271409;273411;275347;277213;279008;280731;282381;283956;285454;286874;288216;289479;290663;291766;292790;293734;294598;295381;296085;296709;297254;297721;298111;298425;298665;298830;298920;298937;298882;298754;298552;298552;298552;298552
